id,name,address,city,state,zipcode,phone,email,type,grades,latitude,longitude
5481,Treasure Island Elementary,7540 E Treasure Dr,North Bay Village,FL,33141,305-865-3141,,E,PK-5,25.84661,-80.14668
5521,Tropical Elementary,4545 SW 104th Ave,Miami-Dade,FL,33165,305-221-0284,,E,PK-5,25.72534,-80.36307
5601,Twin Lakes Elementary,6735 W 5TH Pl,Hialeah,FL,33012,305-822-0770,,E,PK-5,25.88315,-80.29464
9271,Vacant Property,2780 NW 87th St,Miami-Dade,FL,33147,305-835-1000,,A,0,25.85278,-80.24482
0401,Van E. Blanton Elementary,10327 NW 11th Ave,Miami-Dade,FL,33150,305-696-9241,,E,PK-5,25.86971,-80.21576
5641,Village Green Elementary,12265 SW 34th St,Miami-Dade,FL,33175,305-226-0441,,E,PK-5,25.7373,-80.39231
5671,Vineland K-8 Center,8455 SW 119th St,Miami-Dade,FL,33156,305-238-7931,,E,PK-8,25.66016,-80.33141
2441,Virginia A. Boone/Highland Oaks Elementary,20500 NE 24th Ave,Miami-Dade,FL,33180,305-931-1770,,E,PK-5,25.96576,-80.15471
6901,W. R. Thomas Middle,13001 SW 26th St,Miami-Dade,FL,33175,305-995-3800,,M,6-8,25.74479,-80.40559
0561,W.J. Bryan Elementary,1201 NE 125th St,North Miami,FL,33161,305-891-0602,,E,PK-5,25.89129,-80.17346
3111,Wesley Matthews Elementary,12345 SW 18th Ter,Miami-Dade,FL,33175,305-222-8150,,E,PK-5,25.75133,-80.39594
2371,West Hialeah Gardens Elementary,11990 NW 92nd Ave,Hialeah Gardens,FL,33018,305-818-4000,,E,PK-5,25.88184,-80.34811
5791,West Homestead K-8 Center,1550 SW 6th St,Homestead,FL,33030,305-248-0812,,E,PK-8,25.46397,-80.49534
3001,West Lakes Preparatory Academy,8435 W 36th Ave ,Hialeah,FL,33018,305-826-6104,,E,PK-8,25.89957,-80.35524
6961,West Miami Middle,7525 SW 24th St,Miami-Dade,FL,33155,305-261-8383,,M,6-8,25.74851,-80.31812
7049,Westland Hialeah Senior High,4000 W 18th Ave,Hialeah,FL,33012,305-818-3000,,S,9-12,25.85792,-80.31894
5951,Whispering Pines Elementary,18929 SW 89th Rd,Cutler Bay,FL,33157,305-238-7382,,E,PK-5,25.591,-80.33577
0771,William A. Chapman Elementary,27190 SW 140th Ave,Miami-Dade,FL,33032,305-245-1055,,E,PK-5,25.51498,-80.41716
7602,William H. Turner Technical Adult Education,10151 NW 19th Ave,Miami-Dade,FL,33147,305-691-8324,,O,0,25.86809,-80.22919
7601,William H. Turner Technical Arts High School,10151 NW 19th Ave,Miami-Dade,FL,33147,305-691-8324,,S,9-12,25.86717,-80.22929
2891,William Lehman Elementary,10990 SW 113th Pl,Miami-Dade,FL,33176,305-273-2140,,E,PK-5,25.66708,-80.37984
5961,Winston Park K-8 Center,13200 SW 79th St,Miami-Dade,FL,33183,305-386-7622,,E,PK-8,25.69568,-80.40636
7056,Young Men's Preparatory Academy Senior High,3001 NW 2nd Ave,Miami,FL,33127,305-571-1111,,S,6-12,25.80524,-80.19904
7055,Young Women's Preparatory Academy,1150 SW 1st St,Miami,FL,33130,305-575-1200,,S,6-12,25.77238,-80.21396
2511,Zora Neale Hurston Elementary,13137 SW 26th St,Miami-Dade,FL,33175,305-222-8152,,E,PK-5,25.74704,-80.40725
